scrape_date,price,price_per_m2,surface_m2,rooms,floor,max_floor,neighborhood,city,year_built,url
3/18/2026,790000,4010,197,4,11,12,Aviației,Sector 1,2021,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-aviatiei-4-camere-265086043
3/18/2026,109900,2290,48,2,1,4,Mărgeanului,Sector 5,1977,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-5-margeanului-mobilat-2-camere-265085636
3/18/2026,155000,2095,74,3,0,2,Florești,,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-3-camere-263772276
3/18/2026,73500,2082,35.3,2,0,4,Apărătorii Patriei,Sector 4,2021,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-aparatorii-patriei-mobilat-2-camere-261150683
3/18/2026,229000,3271,70,3,3,4,Mărăști,Cluj-Napoca,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-marasti-3-camere-1-261105137
3/18/2026,159900,2252,71,3,7,10,Gării,Brașov,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-garii-mobilat-3-camere-1-261099663
3/18/2026,110000,2245,49,2,3,4,Baciu,,1980,https://www.imobiliare.ro/oferta/apartament-de-vanzare-baciu-mobilat-2-camere-261089550
3/18/2026,189000,2779,68,3,1,2,Florești,,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-mobilat-3-camere-261071573
3/18/2026,197000,2736,72,3,3,4,Tractorul,Brașov,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-tractorul-mobilat-3-camere-261071140
3/18/2026,175000,2258,77.5,3,6,6,Florești,,2023,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-mobilat-3-camere-261060784
3/18/2026,134800,2420,55.71,2,0,3,Iris,Cluj-Napoca,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-iris-2-camere-260922417
3/18/2026,166900,2286,73,3,0,4,Florești,,2023,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-3-camere-260716208
3/18/2026,75000,1875,40,1,1,6,Apărătorii Patriei,Sector 4,2025,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-aparatorii-patriei-40mp-260297114
3/18/2026,135000,2596,52,2,4,11,Aradului,Timișoara,2023,https://www.imobiliare.ro/oferta/apartament-de-vanzare-timisoara-aradului-2-camere-259964119
3/18/2026,84930,1757,48.35,2,5,5,Apărătorii Patriei,Sector 4,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-aparatorii-patriei-2-camere-259618982
3/18/2026,98900,2027,48.8,2,4,7,Berceni,Sector 4,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-2-camere-259051393
3/18/2026,95900,1806,53.1,2,2,11,Berceni,Sector 4,2027,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-2-camere-257290351
3/18/2026,300000,3033,98.9,3,2,3,Iancu Nicolae,Sector 1,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-iancu-nicolae-3-camere-257104292
3/18/2026,86500,1696,50.99,2,6,8,Berceni,Sector 4,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-2-camere-256756314
3/18/2026,84930,1757,48.35,2,5,5,Apărătorii Patriei,Sector 4,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-aparatorii-patriei-2-camere-255886087
3/18/2026,86500,1840,47,2,1,5,Militari,Sector 6,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-militari-2-camere-255450791
3/18/2026,109990,1803,61,3,0,3,Torontalului,Timișoara,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-timisoara-torontalului-3-camere-252724469
3/18/2026,156900,2307,68,3,0,4,Florești,,2017,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-3-camere-251330948
3/18/2026,197000,4805,41,2,3,10,Sopor,Cluj-Napoca,2018,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-sopor-2-camere-239694923
3/18/2026,177000,3218,55,2,1,2,Dâmbul Rotund,Cluj-Napoca,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-dambul-rotund-2-camere-236956139
3/18/2026,74000,1542,48,2,0,6,Florești,,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-floresti-2-camere-232207583
3/18/2026,97000,1940,50,2,2,8,Baciu,,2010,https://www.imobiliare.ro/oferta/apartament-de-vanzare-baciu-2-camere-216090419
3/18/2026,1250000,5556,225,5,5,6,Dorobanți,Sector 1,2023,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-dorobanti-5-camere-62787329
3/18/2026,123000,1721,71.45,2,8,10,Pantelimon,Sector 2,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-pantelimon-2-camere-274667556
3/18/2026,104000,1571,66.18,2,1,10,Pantelimon,Sector 2,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-pantelimon-2-camere-274667480
3/18/2026,112000,1720,65.12,2,3,10,Pantelimon,Sector 2,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-pantelimon-2-camere-274667170
3/18/2026,92500,1671,55.35,2,7,10,Pantelimon,Sector 2,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-pantelimon-2-camere-274667092
3/18/2026,86000,1792,48,1,5,10,Pantelimon,Sector 2,2026,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-2-pantelimon-mp-274626037
3/18/2026,78000,1811,43.08,1,5,10,Pantelimon,Sector 2,2026,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-2-pantelimon-mp-274625553
3/18/2026,89085,2072,43,1,8,10,Pantelimon,Sector 2,2026,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-2-pantelimon-mp-274625271
3/18/2026,82000,1911,42.91,1,6,10,Pantelimon,Sector 2,2026,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-2-pantelimon-mp-274624752
3/18/2026,164650,2287,72,2,4,6,Iancu Nicolae,Sector 1,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-iancu-nicolae-2-camere-270161462
3/18/2026,450,10,46,1,4,,Theodor Pallady,Sector 3,2026,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-theodor-pallady-mobilata-46mp-275309598
3/18/2026,124000,1908,65,2,8,10,1 Decembrie 1918,Sector 3,1972,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-1-decembrie-1918-mobilat-2-camere-275298470
3/18/2026,88000,1517,58,3,3,4,Rahova,Sector 5,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-5-rahova-3-camere-275296301
3/18/2026,137000,2915,47,2,7,10,Drumul Taberei,Sector 6,1972,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-mobilat-2-camere-275294469
3/18/2026,294900,3686,80,3,2,6,Timpuri Noi,Sector 4,2015,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-timpuri-noi-mobilat-3-camere-275293623
3/18/2026,98000,2579,38,2,0,4,Central,Otopeni,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-otopeni-central-2-camere-275293419
3/18/2026,128000,2560,50,2,4,9,Titan,Sector 3,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-titan-2-camere-275288945
3/18/2026,94900,2372,40,1,7,8,Dristor,Sector 3,1987,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-dristor-mobilata-40mp-275291198
3/18/2026,210000,3443,61,2,6,7,Străulești,Sector 1,2023,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-straulesti-mobilat-2-camere-275290295
3/18/2026,70000,1750,40,2,8,10,Vitan,Sector 3,1976,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-vitan-mobilat-2-camere-275283849
3/18/2026,108000,2160,50,2,0,,Central,Popești-Leordeni,2020,https://www.imobiliare.ro/oferta/apartament-de-vanzare-popesti-leordeni-central-mobilat-2-camere-275283630
3/18/2026,60000,1333,45,2,2,6,Berceni,Sector 4,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-2-camere-275213962
3/18/2026,84000,2239,37.52,1,1,11,Theodor Pallady,Sector 3,2026,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-theodor-pallady-3752-mp-256587515
3/18/2026,66000,1500,44,2,3,10,Chiajna,,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-chiajna-2-camere-275114955
3/18/2026,160000,3810,42,2,2,4,Cișmigiu,Ultracentral,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ultracentral-cismigiu-2-camere-274929532
3/18/2026,77500,1435,54,2,4,8,Chiajna,,2013,https://www.imobiliare.ro/oferta/apartament-de-vanzare-chiajna-2-camere-274889946
3/18/2026,66430,1476,45,1,2,12,Fundeni,Sector 2,2027,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-2-fundeni-45mp-274668431
3/18/2026,60000,1364,44,1,1,5,Splaiul Unirii,Sector 3,2027,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-splaiul-unirii-mp-274662525
3/18/2026,165000,3438,48,2,5,11,Aviației,Sector 1,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-aviatiei-2-camere-274534022
3/18/2026,280000,3733,75,3,3,4,Băneasa,Sector 1,2020,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-baneasa-mobilat-3-camere-274349998
3/18/2026,159000,2500,63.6,2,2,8,Bartolomeu,Brașov,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-bartolomeu-2-camere-270039740
3/18/2026,130000,1667,78,2,0,4,Timișoara,Sector 6,,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-timisoara-2-camere-72545286
3/18/2026,64500,1265,51,2,2,6,Berceni,Sector 4,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-2-camere-275214087
3/18/2026,245000,2784,88,3,1,2,Copou,Iași,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-iasi-copou-3-camere-274996567
3/18/2026,84000,1680,50,2,6,6,Berceni,Sector 4,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-2-camere-270558907
3/18/2026,48900,1528,32,1,1,5,Militari,Sector 6,2025,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-6-militari-31-mp-236893906
3/18/2026,68900,1531,45,2,1,7,Chiajna,,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-chiajna-2-camere-1038113
3/18/2026,124500,1705,73,3,1,8,Tractorul,Brașov,2027,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-tractorul-3-camere-271612757
3/18/2026,112866,1300,86.82,2,3,6,Nord,Mamaia,2023,https://www.imobiliare.ro/oferta/apartament-de-vanzare-mamaia-nord-2-camere-40011980
3/18/2026,147000,2722,54,2,3,11,Torontalului,Timișoara,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-timisoara-torontalului-2-camere-275178188
3/18/2026,169900,2626,64.7,3,2,4,Aviației,Sector 1,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-aviatiei-3-camere-274270735
3/18/2026,113500,2121,53.51,2,1,8,Bartolomeu,Brașov,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-bartolomeu-2-camere-253364723
3/18/2026,193000,3446,56,2,1,4,Gheorgheni,Cluj-Napoca,2008,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-gheorgheni-mobilat-2-camere-274895092
3/18/2026,101401,3454,29.36,1,0,4,Parcul Carol,Sector 4,2026,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-parcul-carol-3271mp-274608185
3/18/2026,78500,1570,50,2,2,7,Berceni,Sector 4,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-2-camere-1-243742464
3/18/2026,49900,1610,31,1,1,7,Chiajna,,2025,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-chiajna-31-mp-1038111
3/18/2026,109900,2155,51,1,0,5,Central,Brașov,2027,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-brasov-central-49-mp-200186656
3/18/2026,166400,2919,57,3,1,4,Zorilor,Cluj-Napoca,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-zorilor-3-camere-284705
3/18/2026,62000,2214,28,1,0,4,Galata,Iași,2020,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-iasi-galata-mobilata-31mp-275301074
3/18/2026,148900,1909,78,3,0,4,Doamna Ghica,Sector 2,1990,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-doamna-ghica-3-camere-275296658
3/18/2026,70000,1129,62,3,3,4,Tătărași,Iași,1970,https://www.imobiliare.ro/oferta/apartament-de-vanzare-iasi-tatarasi-3-camere-275291282
3/18/2026,69850,1663,42,2,1,3,Militari,Sector 6,2019,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-militari-mobilat-2-camere-274944265
3/18/2026,219900,2416,91,3,2,4,Aviației,Sector 1,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-aviatiei-3-camere-274271409
3/18/2026,1750000,9309,188,4,2,5,Primăverii,Sector 1,2005,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-primaverii-4-camere-270689245
3/18/2026,169900,2626,64.7,3,2,4,Băneasa,Sector 1,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-baneasa-3-camere-274271121
3/18/2026,144000,1532,94,4,6,7,Brâncoveanu,Sector 4,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-brancoveanu-mobilat-4-camere-270274975
3/18/2026,99000,2020,49,2,2,4,Tineretului,Sibiu,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sibiu-tineretului-2-camere-270262267
3/18/2026,185000,3700,50,2,12,15,Pipera,Sector 1,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-2-camere-255139182
3/18/2026,120000,3333,36,1,2,3,Moșilor,Sector 2,2025,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-2-mosilor-mobilata-33-mp-3-241046370
3/18/2026,268200,2737,97.98,3,6,6,Semicentral,Cluj-Napoca,2022,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-semicentral-3-camere-233960499
3/18/2026,71900,1307,55,2,1,5,Militari,Sector 6,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-militari-2-camere-235246066
3/18/2026,179000,1974,90.69,3,5,5,Pipera,Sector 1,2021,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-pipera-3-camere-1-275251943
3/18/2026,78500,1539,51,2,5,7,Berceni,Sector 4,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-2-camere-275250786
3/18/2026,114900,2210,52,2,2,4,Tomis Plus,Constanța,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-tomis-plus-2-camere-275242068
3/18/2026,86500,1545,56,2,3,8,Apărătorii Patriei,Sector 4,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-aparatorii-patriei-2-camere-275197413
3/18/2026,217500,3500,62.14,2,1,4,Iancu Nicolae,Sector 1,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-iancu-nicolae-2-camere-275161664
3/18/2026,92000,1704,54,2,10,10,Drumul Taberei,Sector 6,1978,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-drumul-taberei-2-camere-275163842
3/18/2026,169990,3953,43,2,11,11,Gheorgheni,Cluj-Napoca,2018,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-gheorgheni-mobilat-2-camere-275117132
3/18/2026,135000,1993,67.73,3,1,8,Vest,Ploiești,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ploiesti-vest-3-camere-274412586
3/18/2026,89900,2248,40,1,1,8,Vest,Ploiești,2026,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-ploiesti-vest-4889mp-274411200
3/18/2026,101500,1538,66,3,0,3,Turnișor,Sibiu,2007,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sibiu-turnisor-mobilat-3-camere-272566129
3/18/2026,232500,2943,79,2,5,16,Barbu Văcărescu,Sector 2,2011,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-2-barbu-vacarescu-mobilat-2-camere-271787857
3/18/2026,104000,1387,75,3,4,4,Palazu Mare,Constanța,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-palazu-mare-3-camere-269853054
3/18/2026,75570,2199,34.37,1,1,10,Theodor Pallady,Sector 3,2025,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-3-theodor-pallady-3437mp-266893030
3/18/2026,122605,2089,58.7,2,3,3,Păcurari,Iași,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-iasi-pacurari-2-camere-256855968
3/18/2026,124500,1705,73,3,3,8,Tractorul,Brașov,2027,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-tractorul-3-camere-268757834
3/18/2026,325000,3736,87,3,3,,Străulești,Sector 1,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-straulesti-3-camere-1-37161944
3/18/2026,325000,4382,74.17,3,1,4,Floreasca,Sector 1,2027,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-floreasca-3-camere-275307477
3/18/2026,67000,1914,35,2,4,4,Podu Roș,Iași,1970,https://www.imobiliare.ro/oferta/apartament-de-vanzare-iasi-podu-ros-mobilat-2-camere-275244526
3/18/2026,199000,2618,76,3,7,10,Răcădău,Brașov,2019,https://www.imobiliare.ro/oferta/apartament-de-vanzare-brasov-racadau-mobilat-3-camere-275163142
3/18/2026,99900,1882,53.07,2,1,8,Vest,Ploiești,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ploiesti-vest-2-camere-274406407
3/18/2026,219900,2416,91,3,2,4,Băneasa,Sector 1,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-baneasa-3-camere-274271726
3/18/2026,144990,1747,83,4,0,3,Șelimbăr,,2013,https://www.imobiliare.ro/oferta/apartament-de-vanzare-selimbar-mobilat-4-camere-274259271
3/18/2026,102990,1471,70,3,6,8,Nord,Ploiești,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-ploiesti-nord-3-camere-274247578
3/18/2026,135000,2584,52.24,2,0,2,Exterior Vest,Sibiu,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sibiu-exterior-vest-mobilat-2-camere-275255937
3/18/2026,106000,1710,62,3,0,4,Tomis Plus,Constanța,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-tomis-plus-3-camere-272518937
3/18/2026,142500,2007,71,2,11,11,Titan,Sector 3,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-titan-2-camere-1-271869976
3/18/2026,78472,1434,54.73,2,3,3,Sânpetru,,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sanpetru-2-camere-270442171
3/18/2026,105000,1615,65,3,0,6,Apărătorii Patriei,Sector 4,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-aparatorii-patriei-3-camere-270274815
3/18/2026,87500,1591,55,2,2,6,Brâncoveanu,Sector 4,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-brancoveanu-2-camere-270274188
3/18/2026,65000,1806,36,1,1,6,Brâncoveanu,Sector 4,2026,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-brancoveanu-mobilata-36mp-270273147
3/18/2026,58000,1812,32,1,1,6,Brâncoveanu,Sector 4,2026,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-brancoveanu-32mp-270270607
3/18/2026,207500,2767,75,3,1,6,Mărăști,Cluj-Napoca,2027,https://www.imobiliare.ro/oferta/apartament-de-vanzare-cluj-napoca-marasti-3-camere-269014284
3/18/2026,104180,1859,56.04,2,3,10,Theodor Pallady,Sector 3,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-2-camere-266919271
3/18/2026,87000,2013,43.21,2,4,10,Theodor Pallady,Sector 3,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-2-camere-266607085
3/18/2026,128500,1836,70,3,0,4,Tineretului,Sibiu,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sibiu-tineretului-3-camere-259636493
3/18/2026,82900,1271,65.2,2,1,7,Palazu Mare,Constanța,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-palazu-mare-2-camere-259541649
3/18/2026,125500,1846,68,3,3,4,Tineretului,Sibiu,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sibiu-tineretului-3-camere-259205274
3/18/2026,67000,1595,42,2,4,6,Nord,Mamaia-Sat,2024,https://www.imobiliare.ro/oferta/apartament-de-vanzare-mamaia-sat-nord-2-camere-251962336
3/18/2026,345000,2875,120,4,11,12,13 Septembrie,Sector 5,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-5-13-septembrie-4-camere-1-66045468
3/18/2026,600000,1442,416,4,5,5,Pipera,Sector 1,2023,https://www.imobiliare.ro/oferta/penthouse-de-vanzare-sector-1-pipera-4-camere-270921019
3/18/2026,53000,1325,40,1,2,6,Berceni,Sector 4,2026,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sector-4-berceni-275214138
3/18/2026,65000,1548,42,2,2,7,Militari,Sector 6,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-6-militari-2-camere-274890657
3/18/2026,103900,1463,71,3,3,5,Berceni,Sector 4,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-4-berceni-3-camere-274111179
3/18/2026,326326,3231,101,3,4,9,Floreasca,Sector 1,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-floreasca-3-camere-273643078
3/18/2026,427130,3390,126,3,8,14,Floreasca,Sector 1,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-floreasca-3-camere-273642485
3/18/2026,114450,1500,76.3,3,1,3,Theodor Pallady,Sector 3,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-3-theodor-pallady-3-camere-273135425
3/18/2026,104000,1387,75,3,4,4,Tomis Plus,Constanța,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-constanta-tomis-plus-3-camere-272394860
3/18/2026,358000,3284,109,3,2,,Floreasca,Sector 1,2025,https://www.imobiliare.ro/oferta/penthouse-de-vanzare-sector-1-floreasca-3-camere-270648280
3/18/2026,56099,1508,37.2,1,2,2,Sânpetru,,2026,https://www.imobiliare.ro/oferta/garsoniera-de-vanzare-sanpetru-270441714
3/18/2026,310000,3647,85,3,2,8,Floreasca,Sector 1,2026,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-floreasca-3-camere-269906326
3/18/2026,303884,3493,87,2,6,10,Floreasca,Sector 1,2025,https://www.imobiliare.ro/oferta/apartament-de-vanzare-sector-1-floreasca-2-camere-269904680
